depth,recur,mean huff1,std huff1,mean huff2,std huff2,mean huff3,std huff3
4,1,0.46125915003981277,0.005072911718059635,0.35544742270069307,0.01132151214746328,0.4118450021808558,0.00977774549118815
4,2,0.4487860451955544,0.0025445583602144942,0.3400529628804819,0.007259536649966418,0.35333489931480677,0.007339418191361011
4,3,0.4402384674434202,0.0015585204890026213,0.32088774619081795,0.003161842528927328,0.3229333011603006,0.0031289422319974508
4,4,0.4395134286353588,0.00102710807945405,0.3173231995321402,0.0016115431320215458,0.31769665254653157,0.001555049774458348
4,5,0.43945003037402003,0.0006328154584023689,0.31699530148333055,0.0007270237469656477,0.3170601770948883,0.0007239620871432416
4,6,0.4395251235013984,0.00033944405452763983,0.317005126139963,0.0003680654905746642,0.3170369749776932,0.00036832679357701897
5,1,0.4725080229086218,0.0040493875407849045,0.33377608820779586,0.008658668494344858,0.3951748414040277,0.008441321236386088
5,2,0.4693991594253687,0.002090993418875781,0.2903056588780572,0.005475546706305806,0.30641040597114716,0.005938659071421722
5,3,0.46867597690156915,0.0013052529583110798,0.2661301926115134,0.003450524368923366,0.2696198417379046,0.0035494092341932302
5,4,0.4682025837804841,0.000737766138065324,0.2610070762338685,0.0018619214424840265,0.26172731171918534,0.001887677793070732
6,1,0.47801917385601866,0.003534264852343586,0.31929664600607954,0.008853677206324798,0.3879619350963962,0.00841835376061853
6,2,0.4740483661446973,0.0019742418858840842,0.29085915195737055,0.005220966102302032,0.3092507357550945,0.005530554490605318
6,3,0.4738011314118716,0.0011186685038003718,0.2715543651704256,0.002832205516362667,0.27546964174991667,0.0028766874347219114
6,4,0.4734486626510559,0.0006758122684395145,0.26872652521566925,0.0017548360208900638,0.26956452318847945,0.0017520288511341765
