depth,recur,mean fidelity,std fidelity,mean circ_depth,std circ_depth,mean huff1 cr,std huff1 cr,mean huff2 cr,std huff2 cr,mean huff3 cr,std huff3 cr
1,4,0.014794811507067246,0.014663797302824189,8870.705,217.93801406592655,0.8801575665258909,0.0015314634871901696,0.8801575665258909,0.0015314634871901696,0.8801575665258909,0.0015314634871901696
2,4,0.016137356453622152,0.014318691825458953,8455.371428571429,191.26243537002625,0.8763885776291477,0.000511144818952984,0.8801037573266487,0.0013747629585752895,0.8763885776291477,0.000511144818952984
3,4,0.9194532934489368,0.029271482724120907,19747.47,288.0577357058824,0.9226106795245217,0.0026382947276535162,0.7182322904152574,0.003777914357500476,0.7179773526445481,0.0037401843978697434
4,4,0.8620417755834101,0.04745590622141265,26333.62,540.2340840783743,0.4395134286353588,0.00102710807945405,0.3173231995321402,0.0016115431320215458,0.31769665254653157,0.001555049774458348
5,4,0.9826110255674891,0.006699911392792863,41932.575,712.1267474087741,0.4682025837804841,0.000737766138065324,0.2610070762338685,0.0018619214424840265,0.26172731171918534,0.001887677793070732
6,4,0.9648741883494636,0.013276489685408214,45939.395,842.0707387001403,0.4734486626510559,0.0006758122684395145,0.26872652521566925,0.0017548360208900638,0.26956452318847945,0.0017520288511341765
4,3,0.5247166858681518,0.11344520094261608,5388.425,207.09445761535966,0.4402384674434202,0.0015585204890026213,0.32088774619081795,0.003161842528927328,0.3229333011603006,0.0031289422319974508
5,3,0.8931481013607554,0.030346537181882845,8274.275,254.06377029202727,0.46867597690156915,0.0013052529583110798,0.2661301926115134,0.003450524368923366,0.2696198417379046,0.0035494092341932302
6,3,0.8329202024778124,0.048077984857957244,9154.18,297.3553221316209,0.4738011314118716,0.0011186685038003718,0.2715543651704256,0.002832205516362667,0.27546964174991667,0.0028766874347219114
4,1,0.10156969005549725,0.06676847910376461,297.76,13.064164726456875,0.46125915003981277,0.005072911718059635,0.35544742270069307,0.01132151214746328,0.4118450021808558,0.00977774549118815
4,2,0.21816519838918108,0.09746444033891813,1152.11,56.34711971343345,0.4487860451955544,0.0025445583602144942,0.3400529628804819,0.007259536649966418,0.35333489931480677,0.007339418191361011
4,5,0.9804511774558481,0.007390183777215598,127925.785,1665.0093179243772,0.43945003037402003,0.0006328154584023689,0.31699530148333055,0.0007270237469656477,0.3170601770948883,0.0007239620871432416
4,6,0.9990940095096869,0.0003965251025927114,635284.125,5095.185890561305,0.4395251235013984,0.00033944405452763983,0.317005126139963,0.0003680654905746642,0.3170369749776932,0.00036832679357701897
5,1,0.32932678582618025,0.09844055078982417,342.515,17.69886366408872,0.4725080229086218,0.0040493875407849045,0.33377608820779586,0.008658668494344858,0.3951748414040277,0.008441321236386088
5,2,0.6026165206026262,0.08695727737300739,1586.04,87.4547219994438,0.4693991594253687,0.002090993418875781,0.2903056588780572,0.005475546706305806,0.30641040597114716,0.005938659071421722
6,1,0.37889007357511095,0.09686443582370241,372.115,20.129375921771643,0.47801917385601866,0.003534264852343586,0.31929664600607954,0.008853677206324798,0.3879619350963962,0.00841835376061853
6,2,0.5929557458961812,0.08544412827756702,1706.05,102.42913403910042,0.4740483661446973,0.0019742418858840842,0.29085915195737055,0.005220966102302032,0.3092507357550945,0.005530554490605318
