depth,recur,mean huff1,std huff1,mean huff2,std huff2,mean huff3,std huff3
6,1,0.9818100772960703,0.004858664964023704,0.5312990496685266,0.015207618273544153,0.8390164179322613,0.0231610268100119
6,2,0.967783067647862,0.002647869450351473,0.4842417691112786,0.008929563920844026,0.6289588541724968,0.01243067667801826
6,3,0.9655092366087769,0.0014924671627928221,0.45268510876511103,0.004768618726144274,0.5529159870073799,0.0060728180581413535
6,4,0.9646859248354231,0.000900942218166438,0.4489193839642644,0.0029968597043957016,0.5415289635169899,0.0037703769106637677
5,1,0.9751630666632232,0.005578884007963554,0.5594696424898291,0.014256389272124444,0.8678424185946324,0.0221843901161452
5,2,0.9617422974960169,0.002819596776903752,0.49095686901996044,0.009010693720602694,0.6405467961221373,0.012333464608176366
5,3,0.9587192170622704,0.0017412523710623033,0.4546505837988565,0.0057465504140707425,0.5637403524984331,0.007335773785899126
5,4,0.9576990103103026,0.0009838354627832624,0.4468716665389742,0.003127923837110672,0.5476070246974865,0.0039182894633163655
4,1,0.9617229025119132,0.0069960049579637865,0.6013666929642845,0.01870753993001092,0.9198687397082537,0.03153334013019121
4,2,0.9351862783603757,0.003453712687984642,0.579657662882629,0.012987555033581344,0.756692521345553,0.01894824323309898
4,3,0.9210495080351544,0.002082438505089507,0.5558650419617902,0.006224869576768985,0.6936756483367283,0.008687105737859158
4,4,0.9195009558596118,0.001369814300045134,0.5528507129473773,0.0034614790357825826,0.6845834680592197,0.004864248069195716
4,5,0.9192973793528894,0.000843814823116866,0.5541228286865306,0.0016734229145636656,0.6860075683876441,0.002573791328502347
4,6,0.919372994148096,0.00045259573180491454,0.5542382863310898,0.0008639145351546439,0.685949755408491,0.0013752347418322336
