recur,mean fidelity,std fidelity,mean circ_depth, std circ_depth,mean huff1 cr,std huff1 cr,mean huff2 cr,std huff2 cr,mean huff3 cr,std huff3 cr
recur,mean fidelity,std fidelity,mean circ_depth, std circ_depth,mean huff1 cr,std huff1 cr,mean huff2 cr,std huff2 cr,mean huff3 cr,std huff3 cr
recur,mean fidelity,std fidelity,mean circ_depth, std circ_depth,mean huff1 cr,std huff1 cr,mean huff2 cr,std huff2 cr,mean huff3 cr,std huff3 cr
